Date,Open,High,Low,Close,Volume,Ticker
2014-01-02,54.530843206911506,54.918714716258506,53.89433193164962,54.411495208740234,43195500.0,META
2014-01-03,54.719803103418194,55.34636679144783,54.23247494742098,54.26231384277344,38246200.0,META
2014-01-06,54.12307808410446,56.94758295711449,53.755097897496114,56.88791275024414,68852600.0,META
2014-01-07,57.38518013912551,58.23054088280769,56.9077995527526,57.60397720336914,77207400.0,META
2014-01-08,57.285728743451486,58.09131069104511,56.9177485523263,57.91229248046875,56682400.0,META
2014-01-09,58.33000064754658,58.63830682526309,56.34091286817768,56.90780258178711,92253300.0,META
2014-01-10,56.81828897620823,57.98190341383985,56.74867121295934,57.62386703491211,42449500.0,META
2014-01-13,57.59403382340825,57.93217888194232,55.077839113479975,55.60494613647461,63010900.0,META
2014-01-14,56.151946167316716,57.46474377635933,55.79390976596258,57.424964904785156,37503600.0,META
2014-01-15,57.6636562076658,58.25043727406638,56.95753093277744,57.285728454589844,33663400.0,META
2014-01-16,56.94758178895204,57.70343727413265,56.51993140424571,56.87796401977539,34541800.0,META
2014-01-17,56.98736075602264,57.504524003395055,55.764072299190886,55.99281692504883,40849200.0,META
2014-01-20,,,,,,META
2014-01-21,56.291179190287735,58.26037930985101,56.191726324965146,58.190757751464844,48669200.0,META
2014-01-22,58.528905527537844,58.98639859340002,56.78845374624796,57.19621658325195,61352900.0,META
2014-01-23,56.062434698326356,56.37074465177375,55.38614458964949,56.32101821899414,47951800.0,META
2014-01-24,55.8436413383966,56.11216485198943,54.1031895185128,54.152915954589844,55200700.0,META
2014-01-27,54.431386024435085,54.64023932842402,51.56709859157318,53.2578239440918,73924100.0,META
2014-01-28,53.72526138083865,54.97838501264455,53.705370047777116,54.839149475097656,48191200.0,META
2014-01-29,54.31203946120688,54.65018451701685,52.899785242041595,53.23793029785156,92995600.0,META
2014-01-30,61.781065004420014,62.158992742582384,60.13012230893238,60.746742248535156,150178900.0,META
