ARIMA_Forecast_RMSE,ARIMA_Forecast_MAE,ARIMA_Forecast_MAPE,Prophet_Forecast_RMSE,Prophet_Forecast_MAE,Prophet_Forecast_MAPE,SARIMA_Forecast_RMSE,SARIMA_Forecast_MAE,SARIMA_Forecast_MAPE,Ensemble_Forecast_RMSE,Ensemble_Forecast_MAE,Ensemble_Forecast_MAPE
99.96453138473595,89.71775778029871,20.64668887836784,267.8275846584739,261.2713355243186,62.12573261528319,88.91093383106093,79.13566155252992,18.174451307316563,150.84761698778806,143.0932976544241,33.561049296334765
