Date,Actual,SARIMA_Forecast
2023-11-17,188.3109893798828,188.63389530677574
2023-11-20,190.05816650390625,188.38841087715895
2023-11-21,189.2540740966797,188.6387324113459
2023-11-22,189.9192047119141,188.52134375007026
2023-11-23,,188.79586655533285
2023-11-24,188.58892822265625,188.8110987664658
2023-11-27,188.4102478027344,188.94401425116732
2023-11-28,189.01580810546875,188.87470308460917
2023-11-29,187.9933013916016,189.00454003818837
2023-11-30,188.569091796875,189.02474995046288
2023-12-01,189.84971618652344,189.24125298799515
2023-12-04,188.0528717041016,189.1961586612175
2023-12-05,192.01385498046875,189.28666419836992
2023-12-06,190.921875,189.27268378656032
2023-12-07,192.8576812744141,189.42113638458076
2023-12-08,194.2872314453125,189.52231227800453
2023-12-11,191.7755889892578,189.58055406328518
2023-12-12,193.2944793701172,189.57850997438308
2023-12-13,196.5208435058593,189.6474128127401
2023-12-14,196.66978454589844,189.72161842829368
2023-12-15,196.1336975097656,189.8892878910964
2023-12-18,194.4659118652344,189.88797330993845
2023-12-19,195.50827026367188,189.9392728728314
2023-12-20,193.41360473632807,189.96039658362366
2023-12-21,193.2646942138672,190.07739690574226
2023-12-22,192.1925506591797,190.20673580006246
2023-12-26,191.6465606689453,190.2397532124281
2023-12-27,191.74581909179688,190.26030224559472
2023-12-28,192.1726989746093,190.3089686336554
2023-12-29,191.1303253173828,190.40129948600338
