Ticker,Date,Horizon,Actual,ARIMA_Forecast,Prophet_Forecast,SARIMA_Forecast,LSTM_Forecast
MSFT,2023-08-25,90,318.70806884765625,316.1651652755821,282.469667230331,316.2471029719241,
MSFT,2023-08-28,90,319.4185485839844,316.557281049775,281.9454967725253,316.82771992311984,
MSFT,2023-08-29,90,324.0662536621094,316.7046040624607,281.5957030259427,316.7715977041738,
MSFT,2023-08-30,90,324.4412536621094,316.8195728437488,281.45534389654455,317.1178667681072,
MSFT,2023-08-31,90,323.4248352050781,316.54318683769344,280.8110732894832,316.9508878112951,
MSFT,2023-09-01,90,324.3129272460937,316.57576314114027,280.6429844434167,317.40927420327085,
MSFT,2023-09-04,90,,316.5978788935236,280.293790732256,317.2398936928754,
MSFT,2023-09-05,90,329.1382141113281,316.6067111359901,279.8466944342224,317.51865991857244,
MSFT,2023-09-06,90,328.4771423339844,316.6079648005575,279.2448974619668,317.4398102457437,
MSFT,2023-09-07,90,325.5464172363281,316.5969420191249,278.8346419781336,317.6667456581283,
MSFT,2023-09-08,90,329.84869384765625,316.59888437507595,278.65136047115413,317.8846156639761,
MSFT,2023-09-11,90,333.4701843261719,316.6000216234044,277.98178074715923,317.9019686056155,
MSFT,2023-09-12,90,327.3817443847656,316.6004203982533,277.8057801660432,318.01840783716494,
MSFT,2023-09-13,90,331.6150207519531,316.60031621614144,277.4655838468987,318.0732529950562,
MSFT,2023-09-14,90,334.2200927734375,316.5998822527194,277.04365663750644,318.1885144663619,
MSFT,2023-09-15,90,325.852294921875,316.5999887502056,276.48224200305503,318.50167632165665,
MSFT,2023-09-18,90,324.7076416015625,316.6000441611596,276.12643481452136,318.4387532500785,
MSFT,2023-09-19,90,324.30303955078125,316.6000590779956,276.010366592692,318.622501487086,
MSFT,2023-09-20,90,316.5272521972656,316.6000482151969,275.4193476016832,318.6207852765525,
MSFT,2023-09-21,90,315.3036804199219,316.6000315429099,275.33175904673016,318.7835488737818,
MSFT,2023-09-22,90,312.8170166015625,316.6000371352108,275.08828904829505,319.0568510538119,
MSFT,2023-09-25,90,313.3399963378906,316.6000397180097,274.7698611838509,319.02739203497384,
MSFT,2023-09-26,90,308.0114440917969,316.6000401546247,274.3172078263025,319.1830402378247,
MSFT,2023-09-27,90,308.6528015136719,316.60003944216373,274.0739744344948,319.2049177203519,
MSFT,2023-09-28,90,309.4915771484375,316.6000388252989,274.07293264829804,319.347870820396,
MSFT,2023-09-29,90,311.5736694335937,316.6000391102403,273.5981460160285,319.6378075110021,
MSFT,2023-10-02,90,317.54364013671875,316.60003922546406,273.6268811915281,319.5943810934391,
MSFT,2023-10-03,90,309.2449035644531,316.6000392315527,273.49885801036686,319.7617571252587,
MSFT,2023-10-04,90,314.7412109375,316.60003919199295,273.29418713024586,319.7737872136976,
MSFT,2023-10-05,90,315.1358947753906,316.600039170451,272.95294751095923,319.92500877297846,
MSFT,2023-10-06,90,322.931396484375,316.60003918460245,272.81829008042126,320.20800278211414,
MSFT,2023-10-09,90,325.45758056640625,316.6000391895008,272.9226457625404,320.1704058505612,
MSFT,2023-10-10,90,324.0465393066406,316.6000391890843,272.54988213435433,320.3328870995536,
MSFT,2023-10-11,90,328.023193359375,316.6000391870831,272.6772020865701,320.3490271378709,
MSFT,2023-10-12,90,326.7798767089844,316.6000391864004,272.6443785096537,320.4967977394133,
MSFT,2023-10-13,90,323.395263671875,316.6000391870865,272.531674356007,320.7826893775613,
MSFT,2023-10-16,90,328.2402648925781,316.60003918728296,272.27940104810165,320.7426594247329,
MSFT,2023-10-17,90,327.6679382324219,316.60003918723174,272.2310022787101,320.9071835827466,
MSFT,2023-10-18,90,325.74371337890625,316.6000391871369,272.4192420609664,320.92160827342724,
MSFT,2023-10-19,90,326.937744140625,316.6000391871192,272.1283419381876,321.0708191826286,
MSFT,2023-10-20,90,322.3492431640625,316.60003918715165,272.335861311596,321.3555014530059,
MSFT,2023-10-23,90,324.9642028808594,316.6000391871589,272.38191541690355,321.31648695711675,
MSFT,2023-10-24,90,326.1581420898437,316.6000391871552,272.34708072065666,321.4801584772306,
MSFT,2023-10-25,90,336.1640930175781,316.6000391871509,272.17194102837726,321.49529909328413,
MSFT,2023-10-26,90,323.5531005859375,316.6000391871507,272.2001615687646,321.64390886906205,
MSFT,2023-10-27,90,325.4477233886719,316.60003918715216,272.4646700236564,321.92909588673064,
MSFT,2023-10-30,90,332.84844970703125,316.6000391871524,272.2497894214427,321.8896575750659,
MSFT,2023-10-31,90,333.63787841796875,316.60003918715216,272.53311676104374,322.0536849560526,
MSFT,2023-11-01,90,341.4926147460937,316.600039187152,272.65474171648214,322.06852677020186,
MSFT,2023-11-02,90,343.712890625,316.600039187152,272.69515493399274,322.21738743778843,
MSFT,2023-11-03,90,348.13360595703125,316.60003918715205,272.59479889090454,322.5023637918075,
MSFT,2023-11-06,90,351.8142395019531,316.60003918715205,272.697148210123,322.4631023658429,
MSFT,2023-11-07,90,355.7613525390625,316.60003918715205,273.0348979990661,322.6269812231,
