ARIMA_Forecast_RMSE,ARIMA_Forecast_MAE,ARIMA_Forecast_MAPE,Prophet_Forecast_RMSE,Prophet_Forecast_MAE,Prophet_Forecast_MAPE,SARIMA_Forecast_RMSE,SARIMA_Forecast_MAE,SARIMA_Forecast_MAPE,Ensemble_Forecast_RMSE,Ensemble_Forecast_MAE,Ensemble_Forecast_MAPE
80.0547514029046,73.07392771024114,29.46346979900149,58.11612426486262,53.54224867706616,22.165813643279883,80.87144508907794,73.88375689315609,29.80163066543143,72.43048243934605,66.02900652240585,26.680002437688056
