Date,Actual,SARIMA_Forecast
2023-04-21,280.7707824707031,281.44486706343855
2023-04-24,276.8504333496094,281.43960018258053
2023-04-25,270.61138916015625,281.51615890880447
2023-04-26,290.2130432128906,281.4955381351037
2023-04-27,299.5078125,281.48286558757246
2023-04-28,301.8954467773437,281.7010945931044
2023-05-01,300.2251281738281,281.62685638524994
2023-05-02,300.0777587890625,281.7319715218137
2023-05-03,299.0853576660156,281.72902741982904
2023-05-04,300.0777587890625,281.7867404257306
2023-05-05,305.2262268066406,282.01988120176594
2023-05-08,303.2611389160156,281.9601070949255
2023-05-09,301.6399230957031,282.08057198152244
2023-05-10,306.85723876953125,282.0915273596377
2023-05-11,304.6956481933594,282.1632202591176
2023-05-12,303.5755615234375,282.4080755055997
2023-05-15,304.0570068359375,282.359073039105
2023-05-16,306.2972106933594,282.48947322515784
2023-05-17,309.1921691894531,282.5095451446887
2023-05-18,313.6429443359375,282.58963474109424
2023-05-19,313.4657287597656,282.8421731633323
2023-05-22,316.26226806640625,282.8002244467073
2023-05-23,310.4328918457031,282.937101210848
2023-05-24,309.0444641113281,282.96311870155665
2023-05-25,320.9296875,283.0486671070048
2023-05-26,327.79296875,283.30621629129223
2023-05-29,,283.26886759451247
2023-05-30,326.138671875,283.4099673211938
2023-05-31,323.3619079589844,283.43986160009
2023-06-01,327.4876708984375,283.5289690127185
2023-06-02,330.2645263671875,283.7897854461616
2023-06-05,330.7962341308594,283.7554361700063
2023-06-06,328.5708923339844,283.899289444029
2023-06-07,318.4285583496094,283.93171155156097
2023-06-08,320.27978515625,284.0231395774961
2023-06-09,321.7864074707031,284.2860863945366
2023-06-12,326.76885986328125,284.2536928664083
2023-06-13,329.1715087890625,284.3993415684313
2023-06-14,332.1748046875,284.43341192596057
2023-06-15,342.77008056640625,284.52635308863415
2023-06-16,337.08837890625,284.79068900488363
2023-06-19,,284.75957070626555
2023-06-20,332.8739624023437,284.9063901024286
2023-06-21,328.45269775390625,284.9415351878858
2023-06-22,334.5085144042969,285.03546297898754
2023-06-23,329.8902587890625,285.3007046460134
2023-06-26,323.5686340332031,285.2704178503659
2023-06-27,329.4472351074219,285.4180005880663
2023-06-28,330.7076721191406,285.4538464410774
2023-06-29,329.9198913574219,285.5484175551748
2023-06-30,335.3258361816406,285.8142498095851
2023-07-03,332.8148498535156,285.78450518864764
2023-07-04,,285.93258565695317
2023-07-05,332.9724426269531,285.9688884397153
2023-07-06,336.044677734375,286.06387902730944
2023-07-07,332.056640625,286.3300963693926
2023-07-10,326.7492370605469,286.3007052690397
2023-07-11,327.3793640136719,286.44911027851475
2023-07-12,332.0369873046875,286.4857109985833
2023-07-13,337.4133605957031,286.5809751004395
2023-07-14,339.953857421875,286.8474435357896
