ARIMA_Forecast_RMSE,ARIMA_Forecast_MAE,ARIMA_Forecast_MAPE,Prophet_Forecast_RMSE,Prophet_Forecast_MAE,Prophet_Forecast_MAPE,SARIMA_Forecast_RMSE,SARIMA_Forecast_MAE,SARIMA_Forecast_MAPE,Ensemble_Forecast_RMSE,Ensemble_Forecast_MAE,Ensemble_Forecast_MAPE
17.863526597092534,15.620277410722007,8.446155025323469,29.07754160255999,27.25130198526927,14.882513578451084,12.825814441420839,10.572900158925249,5.696089885843283,19.705184148927472,17.583615578706258,9.536001752062223
