Date,Actual,ARIMA_Forecast,Prophet_Forecast
2023-08-25,283.9422607421875,285.53966343551605,177.50581454989577
2023-08-28,288.6763000488281,284.9339691108443,177.09803242407665
2023-08-29,296.3641052246094,285.2162958398873,176.46037241483376
2023-08-30,293.4898986816406,285.2203612229113,176.11691421603894
2023-08-31,294.275634765625,285.5023550940785,175.1296687946818
2023-09-01,294.762939453125,285.48382284988566,174.689645590546
2023-09-04,,285.4980854323298,173.9603295032547
2023-09-05,298.5123291015625,285.47166412946706,172.95603198477158
2023-09-06,297.5377197265625,285.4635956572375,172.5042226690648
2023-09-07,297.0404052734375,285.4537820969762,171.8220725911608
2023-09-08,296.26470947265625,285.45572906659373,171.43334234335435
2023-09-11,305.8819274902344,285.45645601194,170.3999248197545
2023-09-12,300.0140991210937,285.4581993400494,169.91292591338097
2023-09-13,303.39556884765625,285.4586586151353,169.136148510506
2023-09-14,310.01922607421875,285.4588852689418,168.08444371081384
2023-09-15,298.6714782714844,285.458689014754,167.58603551326863
2023-09-18,300.89923095703125,285.4585858832742,166.85905003475935
2023-09-19,303.4054870605469,285.45849864632,166.42838283446758
2023-09-20,298.0349426269531,285.4584881768703,165.35721442765612
2023-09-21,294.1164855957031,285.45849275864754,164.8380579839849
2023-09-22,297.4481811523437,285.45850785818726,164.03620536928238
2023-09-25,299.1886291503906,285.4585145696273,162.96803643637236
2023-09-26,297.32879638671875,285.45851758006427,162.46329891881757
2023-09-27,296.115478515625,285.45851687280117,161.74159121563963
2023-09-28,302.3015441894531,285.4585158535497,161.32918293414912
2023-09-29,298.572021484375,285.45851495609816,160.29048460585958
2023-10-02,305.1459045410156,285.4585146823524,159.81905190097996
2023-10-03,299.29803466796875,285.4585146632185,159.08099179170634
2023-10-04,303.9126892089844,285.4585147727643,158.09323678426014
2023-10-05,303.1270446777344,285.4585148509461,157.68579567503951
2023-10-06,313.7089233398437,285.458514890764,157.0782140743751
2023-10-09,316.6229858398437,285.4585148939059,156.79638034487292
2023-10-10,320.08404541015625,285.45851488650754,155.90398894896887
2023-10-11,326.0313720703125,285.4585148780092,155.59354689116205
2023-10-12,322.39129638671875,285.4585148739741,155.0297908322669
2023-10-13,312.9729919433594,285.45851487298125,154.22798088309122
2023-10-16,319.39776611328125,285.4585148736164,154.0161791806537
2023-10-17,322.2322082519531,285.4585148743683,153.61174590521316
2023-10-18,315.24053955078125,285.45851487483833,153.53818758052
2023-10-19,311.1032409667969,285.458514874966,152.85666864758474
2023-10-20,306.9659423828125,285.4585148749347,152.75707081925526
2023-10-23,312.2967224121094,285.45851487486186,152.4014664715901
2023-10-24,310.8446960449219,285.4585148748145,151.8024706502173
2023-10-25,297.8957214355469,285.45851487479666,151.78557829610605
2023-10-26,286.7767333984375,285.45851487479774,151.56571782186452
2023-10-27,295.11102294921875,285.4585148748039,151.66415436718574
2023-10-30,301.0086364746094,285.4585148748089,151.1400522653433
2023-10-31,299.6262512207031,285.458514874811,151.18157986576006
2023-11-01,310.1484680175781,285.45851487481116,150.9494217407658
2023-11-02,309.173828125,285.45851487481065,150.45516179614654
2023-11-03,312.8835144042969,285.45851487481013,150.52364303098548
2023-11-06,314.07696533203125,285.4585148748099,150.36953444353225
2023-11-07,317.0804748535156,285.45851487480985,150.51423802072594
2023-11-08,318.0352478027344,285.4585148748099,150.01744520791752
2023-11-09,318.801025390625,285.45851487480996,150.06822612900004
2023-11-10,326.9761962890625,285.45851487480996,149.82851696876713
2023-11-13,327.3939514160156,285.45851487480996,149.31146966984554
2023-11-14,334.4750366210937,285.45851487480996,149.3437705551408
2023-11-15,330.8946533203125,285.45851487480996,149.14215944766337
2023-11-16,332.3666381835937,285.45851487480996,149.23028348145723
2023-11-17,333.21197509765625,285.45851487480996,148.67019640299046
2023-11-20,338.1150817871094,285.45851487480996,148.6533881447586
2023-11-21,335.14141845703125,285.45851487480996,148.3442116616338
2023-11-22,339.62677001953125,285.45851487480996,147.7581727850027
2023-11-23,,285.45851487480996,147.7241912880186
2023-11-24,336.3845520019531,285.45851487480996,147.46106625250084
2023-11-27,332.8738708496094,285.45851487480996,147.49428134396624
2023-11-28,337.1404113769531,285.45851487480996,146.88746206219295
2023-11-29,330.3874816894531,285.45851487480996,146.83337083718772
2023-11-30,325.36505126953125,285.45851487480996,146.49730783935968
2023-12-01,323.0477600097656,285.45851487480996,145.89538390308502
2023-12-04,318.27392578125,285.45851487480996,145.85677414947386
2023-12-05,316.5533447265625,285.45851487480996,145.60018552892473
2023-12-06,315.71795654296875,285.45851487480996,145.65067375455033
2023-12-07,324.8080749511719,285.45851487480996,145.0711212970589
2023-12-08,330.9344787597656,285.45851487480996,145.05326166436845
2023-12-11,323.5052185058594,285.45851487480996,144.76111695693808
2023-12-12,332.3964538574219,285.45851487480996,144.2093140140164
2023-12-13,332.9136047363281,285.45851487480996,144.225386477303
2023-12-14,331.3522033691406,285.45851487480996,144.02629459373082
2023-12-15,333.0926513671875,285.45851487480996,144.13529672966237
2023-12-18,342.7397155761719,285.45851487480996,143.61348271076392
2023-12-19,348.4483947753906,285.45851487480996,143.6508526409963
2023-12-20,347.3742980957031,285.45851487480996,143.4098066526469
2023-12-21,352.1580810546875,285.45851487480996,142.90350943761493
2023-12-22,351.4618835449219,285.45851487480996,142.95823553675635
2023-12-26,352.8939819335937,285.45851487480996,142.7899260123804
2023-12-27,355.8775939941406,285.45851487480996,142.92108946603517
2023-12-28,356.3649597167969,285.45851487480996,142.41235672021867
2023-12-29,352.0287475585937,285.45851487480996,142.45357225815405
