Date,Actual,SARIMA_Forecast
2023-08-25,238.58999633789065,231.0394954884707
2023-08-28,238.82000732421875,229.8942119711476
2023-08-29,257.17999267578125,229.3311414603075
2023-08-30,256.8999938964844,229.5238596140668
2023-08-31,258.0799865722656,229.59038777894722
2023-09-01,245.009994506836,230.0226089174623
2023-09-04,,229.9091088535314
2023-09-05,256.489990234375,229.37408245390625
2023-09-06,251.9199981689453,229.8503244065331
2023-09-07,251.4900054931641,229.6412907002355
2023-09-08,248.5,230.16960052335963
2023-09-11,273.5799865722656,230.0423924089794
2023-09-12,267.4800109863281,229.55199722922663
2023-09-13,271.29998779296875,230.04621933028358
2023-09-14,276.0400085449219,229.88129325704892
2023-09-15,274.3900146484375,230.43132184654328
2023-09-18,265.2799987792969,230.32952218473798
2023-09-19,266.5,229.85835286136154
2023-09-20,262.5899963378906,230.37122053854827
2023-09-21,255.6999969482422,230.22142260529827
2023-09-22,244.8800048828125,230.78585582469333
2023-09-25,246.9900054931641,230.69654566427937
2023-09-26,244.1199951171875,230.23671254975133
2023-09-27,240.5,230.7595934712255
2023-09-28,246.3800048828125,230.6188038164586
2023-09-29,250.22000122070312,231.1912212124793
2023-10-02,251.6000061035156,231.10905036998764
2023-10-03,246.52999877929688,230.65557156002038
2023-10-04,261.1600036621094,231.18412391438014
2023-10-05,260.04998779296875,231.048386861908
2023-10-06,260.5299987792969,231.62531190392863
2023-10-09,259.6700134277344,231.54715912750473
2023-10-10,263.6199951171875,231.09726363814585
2023-10-11,262.989990234375,231.62901070495747
2023-10-12,258.8699951171875,231.49612242437414
2023-10-13,251.1199951171875,232.07558741863758
2023-10-16,253.9199981689453,231.99969943551926
2023-10-17,254.8500061035156,231.55182329664433
2023-10-18,242.67999267578125,232.08537092106934
2023-10-19,220.1100006103516,231.95408808198047
2023-10-20,211.9900054931641,232.53498456340256
2023-10-23,212.0800018310547,232.46037295168995
2023-10-24,216.5200042724609,232.01363488189926
2023-10-25,212.4199981689453,232.5481972561477
2023-10-26,205.759994506836,232.41781921189104
2023-10-27,207.3000030517578,232.99952244654517
2023-10-30,197.3600006103516,232.9256301705721
2023-10-31,200.83999633789065,232.47953349105936
2023-11-01,205.6600036621093,233.01466775625852
2023-11-02,218.509994506836,232.884799634298
2023-11-03,219.9600067138672,233.46695753741233
2023-11-06,219.2700042724609,233.39347066319482
2023-11-07,222.17999267578125,232.94773545716177
2023-11-08,222.1100006103516,233.48319202750952
2023-11-09,209.97999572753903,233.35361128655023
2023-11-10,214.6499938964844,233.93602543080547
2023-11-13,223.7100067138672,233.8627670321046
2023-11-14,237.4100036621093,233.41723554457403
2023-11-15,242.83999633789065,233.9528737590163
2023-11-16,233.58999633789065,233.82345497966892
2023-11-17,234.3000030517578,234.40601353579632
2023-11-20,235.6000061035156,234.332883900872
2023-11-21,241.1999969482422,233.8874672246094
2023-11-22,234.2100067138672,234.42320780966867
2023-11-23,,234.29388030832402
2023-11-24,235.4499969482422,234.87652025180668
2023-11-27,236.0800018310547,234.8034631853151
2023-11-28,246.72000122070312,234.35811121415824
2023-11-29,244.13999938964844,234.89390949304604
2023-11-30,240.0800018310547,234.76463343397637
2023-12-01,238.8300018310547,235.34731924558264
2023-12-04,235.5800018310547,235.27430307706388
2023-12-05,238.72000122070312,234.82898757228168
2023-12-06,239.3699951171875,235.3648183661424
2023-12-07,242.63999938964844,235.23557129880763
2023-12-08,243.83999633789065,235.81828296067965
2023-12-11,239.7400054931641,235.74528984135898
2023-12-12,237.009994506836,235.29999488822358
2023-12-13,239.2899932861328,235.835844006808
2023-12-14,251.0500030517578,235.70661327857746
2023-12-15,253.5,236.2893395090908
2023-12-18,252.0800018310547,236.21635937979124
2023-12-19,257.2200012207031,235.77107600911205
2023-12-20,247.13999938964844,236.3069354551078
2023-12-21,254.5,236.17771393523702
2023-12-22,252.5399932861328,236.76044837631622
2023-12-26,256.6099853515625,236.68747556790692
2023-12-27,261.44000244140625,236.24219872484528
2023-12-28,253.17999267578125,236.77806399114286
2023-12-29,248.47999572753903,236.6488476609012
