ARIMA_Forecast_RMSE,ARIMA_Forecast_MAE,ARIMA_Forecast_MAPE,Prophet_Forecast_RMSE,Prophet_Forecast_MAE,Prophet_Forecast_MAPE,SARIMA_Forecast_RMSE,SARIMA_Forecast_MAE,SARIMA_Forecast_MAPE,Ensemble_Forecast_RMSE,Ensemble_Forecast_MAE,Ensemble_Forecast_MAPE
2021.0546294573937,1829.3328194999356,9.238860472377471,1619.527968231404,1463.5393469826427,7.397672391069811,1622.3910797124095,1469.1431405035707,7.422720958843164,1751.8361681729887,1587.3139068368887,8.019612095961975
