Date,Actual,ARIMA_Forecast,Prophet_Forecast
2023-08-25,4405.7099609375,4383.602897815952,4039.8362131823365
2023-08-28,4433.31005859375,4381.020817580409,4036.8732213317203
2023-08-29,4497.6298828125,4380.443482112438,4033.1286436019495
2023-08-30,4514.8701171875,4383.826682671869,4030.238565958118
2023-08-31,4507.66015625,4381.448783696761,4025.491280209671
2023-09-01,4515.77001953125,4382.150353729615,4021.5671516210045
2023-09-04,,4381.872270818379,4017.628103682669
2023-09-05,4496.830078125,4381.830521404076,4013.2652174362734
2023-09-06,4465.47998046875,4381.997319849974,4010.1513007236445
2023-09-07,4451.14013671875,4381.88682818948,4006.32706346452
2023-09-08,4457.490234375,4381.936429984998,4003.418789854223
2023-09-11,4487.4599609375,4381.917378140744,3998.70383945792
2023-09-12,4461.89990234375,4381.915978971497,3994.850902172968
2023-09-13,4467.43994140625,4381.923451138403,3991.0099033552065
2023-09-14,4505.10009765625,4381.917867408945,3986.760042554107
2023-09-15,4450.31982421875,4381.920922893242,3983.762806493854
2023-09-18,4453.52978515625,4381.919743176053,3980.0485773639816
2023-09-19,4443.9501953125,4381.91977192194,3977.2347124549106
2023-09-20,4402.2001953125,4381.920093322407,3972.591412931424
2023-09-21,4330.0,4381.919805150099,3968.7822936716707
2023-09-22,4320.06005859375,4381.919980405063,3964.9545389981877
2023-09-25,4337.43994140625,4381.919909268302,3960.687118236428
2023-09-26,4273.52978515625,4381.919917796358,3957.643894513678
2023-09-27,4274.509765625,4381.919931043342,3953.860243177001
2023-09-28,4299.7001953125,4381.919916346253,3950.961053894918
2023-09-29,4288.0498046875,4381.919926014055,3946.2264350681085
2023-10-02,4288.39013671875,4381.919921783046,3942.3320361132855
2023-10-03,4229.4501953125,4381.919922631593,3938.4388787988846
2023-10-04,4263.75,4381.919923134449,3934.141180460726
2023-10-05,4258.18994140625,4381.919922403307,3931.1190136871373
2023-10-06,4308.5,4381.919922924056,3927.4244319817503
2023-10-09,4335.66015625,4381.919922676273,3924.698950156251
2023-10-10,4358.240234375,4381.919922742139,3920.238713876765
2023-10-11,4376.9501953125,4381.9199227579,3916.7342903520957
2023-10-12,4349.60986328125,4381.919922722627,3913.3599878823834
2023-10-13,4327.77978515625,4381.919922750178,3909.721203236327
2023-10-16,4373.6298828125,4381.919922735923,3907.5066566771534
2023-10-17,4373.2001953125,4381.9199227404815,3904.774157983212
2023-10-18,4314.60009765625,4381.919922740713,3903.1678042154053
2023-10-19,4278.0,4381.919922739073,3899.982953425669
2023-10-20,4224.16015625,4381.919922740506,3897.905913511201
2023-10-23,4217.0400390625,4381.919922739701,3896.103258346821
2023-10-24,4247.68017578125,4381.919922739997,3894.1692716110974
2023-10-25,4186.77001953125,4381.919922739976,3893.778376534403
2023-10-26,4137.22998046875,4381.919922739903,3892.97119030412
2023-10-27,4117.3701171875,4381.919922739977,3893.3720963632527
2023-10-30,4166.81982421875,4381.919922739932,3892.2546685805974
2023-10-31,4193.7998046875,4381.91992273995,3892.2818738702194
2023-11-01,4237.85986328125,4381.919922739948,3892.595950721337
2023-11-02,4317.77978515625,4381.919922739945,3892.7664477711587
2023-11-03,4358.33984375,4381.919922739949,3894.4432632397275
2023-11-06,4365.97998046875,4381.919922739946,3895.6433059507804
2023-11-07,4378.3798828125,4381.919922739947,3897.968653109449
2023-11-08,4382.77978515625,4381.919922739947,3898.6725212485176
2023-11-09,4347.35009765625,4381.919922739947,3900.399960396366
2023-11-10,4415.240234375,4381.919922739947,3902.278153960759
2023-11-13,4411.5498046875,4381.919922739947,3903.864795523266
2023-11-14,4495.7001953125,4381.919922739947,3906.8013728691103
2023-11-15,4502.8798828125,4381.919922739947,3909.0999722678325
2023-11-16,4508.240234375,4381.919922739947,3912.361473513004
2023-11-17,4514.02001953125,4381.919922739947,3913.8414506845725
2023-11-20,4547.3798828125,4381.919922739947,3916.1906905261294
2023-11-21,4538.18994140625,4381.919922739947,3918.5452160288414
2023-11-22,4556.6201171875,4381.919922739947,3920.474294645927
2023-11-23,,4381.919922739947,3923.6332725968227
2023-11-24,4559.33984375,4381.919922739947,3926.0498620020408
