Date,Actual,ARIMA_Forecast,Prophet_Forecast,SARIMA_Forecast
2023-04-21,104.78160095214844,104.61085333483013,93.06370269615137,104.73379547608678
2023-04-24,105.33824920654295,104.70031847579752,92.76546792270366,104.80720263571732
2023-04-25,103.23088836669922,104.70230506754376,92.5527004310256,104.85360701157892
2023-04-26,103.09172821044922,104.71272423485568,92.4743107136698,104.9002649303906
2023-04-27,106.9485855102539,104.671878503619,92.19751609301638,104.8735648378246
2023-04-28,106.70008087158205,104.6757640022204,92.07030171945006,104.99741093767602
2023-05-01,106.5609130859375,104.67296955845168,91.8680367560994,104.99066114374118
2023-05-02,104.69212341308594,104.674560594838,91.5305031195673,105.0119357963612
2023-05-03,104.78160095214844,104.67403271125534,91.21517499503132,105.0441168632628
2023-05-04,104.06588745117188,104.67549961967975,90.99375914780737,105.03967231726558
2023-05-05,104.9406280517578,104.67523140353458,90.91549013184996,105.15970557046964
2023-05-08,107.12751770019533,104.6753311727577,90.64777047009925,105.15387612902384
2023-05-09,106.71001434326172,104.6752213201761,90.5386234991427,105.1744282046279
2023-05-10,111.08379364013672,104.6752535445802,90.36330462270108,105.20635450377527
2023-05-11,115.87505340576172,104.67520116826311,90.06132852278701,105.20087929780506
2023-05-12,116.80945587158205,104.67521682512265,89.78975063722105,105.32064110920464
2023-05-15,115.81542205810548,104.67521239210532,89.6197129242174,105.31448529919578
2023-05-16,118.79753112792967,104.67521800886377,89.59974792148395,105.33484626965452
2023-05-17,120.11959838867188,104.67521609413652,89.39643099258252,105.36661126968794
2023-05-18,122.09774017333984,104.67521800864924,89.35684818682162,105.36103856040424
2023-05-19,122.02814483642578,104.6752171949124,89.2552251142961,105.48071431789276
2023-05-22,124.30451202392578,104.6752174257236,89.0299739747818,105.47449830878811
2023-05-23,121.829345703125,104.67521716792004,88.8369965830188,105.4948123655127
2023-05-24,120.1792449951172,104.67521727351856,88.74625290165945,105.52654310006756
2023-05-25,122.74386596679688,104.6752171998447,88.80508855039201,105.52094409388428
2023-05-26,123.86712646484376,104.67521723913922,88.67891063002453,105.64060056693438
2023-05-29,,104.6752172265511,88.7136787336119,105.6343700008604
2023-05-30,122.9327392578125,104.67521723791693,88.6825560063947,105.65467324275292
2023-05-31,122.13750457763672,104.6752172324708,88.52297688181488,105.68639586113032
2023-06-01,122.98242950439452,104.67521723550124,88.38996886623698,105.68079080868269
2023-06-02,123.92677307128906,104.67521723368458,88.3527374670333,105.80044275029188
2023-06-05,125.2587890625,104.67521723435974,88.45800737943529,105.79420880140216
2023-06-06,126.55104064941406,104.67521723386156,88.37070898960681,105.81450951199449
2023-06-07,121.76969909667967,104.6752172341287,88.43647686268933,105.84623023916676
2023-06-08,121.41184997558594,104.67521723399604,88.42830495622104,105.84062377220198
2023-06-09,121.5013198852539,104.67521723407822,88.28361514847361,105.96027465670782
2023-06-12,122.90290069580078,104.67521723404327,88.15757649957851,105.95403991738311
2023-06-13,123.09178161621094,104.67521723406536,88.11968446547368,105.97434003714434
2023-06-14,122.9327392578125,104.67521723405272,88.21709338045284,106.00606032258187
2023-06-15,124.3442611694336,104.67521723405878,88.11529153427902,106.00045352540768
2023-06-16,122.79357147216795,104.67521723405508,88.16058584048413,106.12010416304352
2023-06-19,,104.67521723405684,88.12674121343366,106.11386923916928
2023-06-20,122.36611938476562,104.67521723405584,87.95203165893894,106.134169220962
2023-06-21,119.83132934570312,104.67521723405642,87.79254093764958,106.1658894032584
2023-06-22,122.41584014892578,104.67521723405612,87.71872247634066,106.16028252897712
2023-06-23,121.61066436767578,104.6752172340563,87.77871229931529,106.27993310896962
2023-06-26,117.63449096679688,104.67521723405622,87.63898475159176,106.27369814200212
2023-06-27,117.62456512451172,104.67521723405626,87.64681843409112,106.29399809157928
2023-06-28,119.46353912353516,104.67521723405623,87.57691785947256,106.32571824979188
2023-06-29,118.38996887207033,104.67521723405623,87.36844818279383,106.32011135750608
2023-06-30,118.98639678955078,104.67521723405623,87.17832116632322,106.4397619240387
2023-07-03,119.18521118164062,104.67521723405623,87.07774229840804,106.43352694700889
2023-07-04,,104.67521723405623,87.11551302400954,106.45382688906363
2023-07-05,121.02417755126952,104.67521723405623,86.95867798222187,106.48554704165262
2023-07-06,119.39395141601562,104.67521723405623,86.95498473256296,106.47994014516274
2023-07-07,118.76770782470705,104.67521723405623,86.8795014795882,106.59959070855244
2023-07-10,115.75577545166016,104.67521723405623,86.671650093456,106.59335572917308
2023-07-11,116.44166564941406,104.67521723405623,86.48849247650779,106.61365566947134
2023-07-12,118.22098541259766,104.67521723405623,86.40128003996794,106.64537582074722
2023-07-13,123.79753875732422,104.67521723405623,86.45876005324492,106.63976892327568
2023-07-14,124.67228698730467,104.67521723405623,86.32782853494058,106.7594194859315
2023-07-17,123.90689086914062,104.67521723405623,86.35599691867463,106.75318450600352
2023-07-18,123.02218627929688,104.67521723405623,86.31801774119688,106.77348444589164
2023-07-19,121.30250549316406,104.67521723405623,86.15292638386796,106.80520459686088
2023-07-20,118.4893798828125,104.67521723405623,86.0173366551918,106.7995976991601
2023-07-21,119.3044891357422,104.67521723405623,85.98199972835158,106.9192482616446
2023-07-24,120.80549621582033,104.67521723405623,86.09511996547174,106.91301328158846
2023-07-25,121.48143005371094,104.67521723405623,86.02301709248688,106.9333132213808
2023-07-26,128.49935913085938,104.67521723405623,86.1126017828969,106.96503337227848
2023-07-27,128.62855529785156,104.67521723405623,86.13800975700504,106.9594264745242
2023-07-28,131.78961181640625,104.67521723405623,86.03765132282858,107.07907703696866
