ARIMA_Forecast_RMSE,ARIMA_Forecast_MAE,ARIMA_Forecast_MAPE,Prophet_Forecast_RMSE,Prophet_Forecast_MAE,Prophet_Forecast_MAPE,SARIMA_Forecast_RMSE,SARIMA_Forecast_MAE,SARIMA_Forecast_MAPE,Ensemble_Forecast_RMSE,Ensemble_Forecast_MAE,Ensemble_Forecast_MAPE
55.4412371063202,50.88582730528699,14.95253436716074,92.28477340991432,88.81275895549717,26.360888994768434,46.182874785548435,42.36644789885646,12.454833560027714,64.44713053202152,60.56759948501436,17.878486070106465
