ARIMA_Forecast_RMSE,ARIMA_Forecast_MAE,ARIMA_Forecast_MAPE,Prophet_Forecast_RMSE,Prophet_Forecast_MAE,Prophet_Forecast_MAPE,SARIMA_Forecast_RMSE,SARIMA_Forecast_MAE,SARIMA_Forecast_MAPE,Ensemble_Forecast_RMSE,Ensemble_Forecast_MAE,Ensemble_Forecast_MAPE
30.347882868124177,27.801802826976314,20.40802679657258,55.645072855054494,52.984666595279215,39.382622687534166,27.38438326277652,25.158742190238513,18.483964938191765,37.71822897156492,35.28827228943464,26.065374425736433
