ARIMA_Forecast_RMSE,ARIMA_Forecast_MAE,ARIMA_Forecast_MAPE,Prophet_Forecast_RMSE,Prophet_Forecast_MAE,Prophet_Forecast_MAPE,SARIMA_Forecast_RMSE,SARIMA_Forecast_MAE,SARIMA_Forecast_MAPE,Ensemble_Forecast_RMSE,Ensemble_Forecast_MAE,Ensemble_Forecast_MAPE
315.9482779508496,268.61347046089236,5.9725018049821115,687.0037633520567,651.242749454855,14.64399251658376,229.54413517520246,189.84585549009577,4.217452676264034,405.0331135072094,364.3815890158366,8.144071595476724
