Date,Actual,LSTM_Forecast
2023-04-21,280.7707824707031,
2023-04-24,276.8504333496094,
2023-04-25,270.61138916015625,
2023-04-26,290.2130432128906,
2023-04-27,299.5078125,
2023-04-28,301.8954467773437,
2023-05-01,300.2251281738281,
2023-05-02,300.0777587890625,
2023-05-03,299.0853576660156,
2023-05-04,300.0777587890625,
2023-05-05,305.2262268066406,
2023-05-08,303.2611389160156,
2023-05-09,301.6399230957031,
2023-05-10,306.85723876953125,
2023-05-11,304.6956481933594,
2023-05-12,303.5755615234375,
2023-05-15,304.0570068359375,
2023-05-16,306.2972106933594,
2023-05-17,309.1921691894531,
2023-05-18,313.6429443359375,
2023-05-19,313.4657287597656,
2023-05-22,316.26226806640625,
2023-05-23,310.4328918457031,
2023-05-24,309.0444641113281,
2023-05-25,320.9296875,
2023-05-26,327.79296875,
2023-05-29,,
2023-05-30,326.138671875,
2023-05-31,323.3619079589844,
2023-06-01,327.4876708984375,
2023-06-02,330.2645263671875,
2023-06-05,330.7962341308594,
2023-06-06,328.5708923339844,
2023-06-07,318.4285583496094,
2023-06-08,320.27978515625,
2023-06-09,321.7864074707031,
2023-06-12,326.76885986328125,
2023-06-13,329.1715087890625,
2023-06-14,332.1748046875,
2023-06-15,342.77008056640625,
2023-06-16,337.08837890625,
2023-06-19,,
2023-06-20,332.8739624023437,
2023-06-21,328.45269775390625,
2023-06-22,334.5085144042969,
2023-06-23,329.8902587890625,
2023-06-26,323.5686340332031,
2023-06-27,329.4472351074219,
2023-06-28,330.7076721191406,
2023-06-29,329.9198913574219,
2023-06-30,335.3258361816406,
2023-07-03,332.8148498535156,
2023-07-04,,
2023-07-05,332.9724426269531,
2023-07-06,336.044677734375,
2023-07-07,332.056640625,
2023-07-10,326.7492370605469,
2023-07-11,327.3793640136719,
2023-07-12,332.0369873046875,
2023-07-13,337.4133605957031,
2023-07-14,339.953857421875,
2023-07-17,340.43634033203125,
2023-07-18,353.98565673828125,
2023-07-19,349.6431884765625,
2023-07-20,341.558837890625,
2023-07-21,338.50634765625,
2023-07-24,339.82586669921875,
2023-07-25,345.60601806640625,
2023-07-26,332.59820556640625,
2023-07-27,325.6561584472656,
2023-07-28,333.1890563964844,
2023-07-31,330.7765808105469,
2023-08-01,331.1900939941406,
2023-08-02,322.4854736328125,
2023-08-03,321.6583251953125,
2023-08-04,322.7611999511719,
2023-08-07,325.0555114746094,
2023-08-08,321.0576477050781,
2023-08-09,317.2962341308594,
2023-08-10,317.9854431152344,
2023-08-11,316.0948486328125,
2023-08-14,319.0784606933594,
2023-08-15,316.93182373046875,
2023-08-16,316.1621398925781,
2023-08-17,312.6887512207031,
2023-08-18,312.2940368652344,
2023-08-21,317.62261962890625,
2023-08-22,318.19488525390625,
2023-08-23,322.6748962402344,
2023-08-24,315.73785400390625,
2023-08-25,318.70806884765625,
2023-08-28,319.4185485839844,
2023-08-29,324.0662536621094,
2023-08-30,324.4412536621094,
2023-08-31,323.4248352050781,
2023-09-01,324.3129272460937,
2023-09-04,,
2023-09-05,329.1382141113281,
2023-09-06,328.4771423339844,
2023-09-07,325.5464172363281,
2023-09-08,329.84869384765625,
2023-09-11,333.4701843261719,
2023-09-12,327.3817443847656,
2023-09-13,331.6150207519531,
2023-09-14,334.2200927734375,
2023-09-15,325.852294921875,
2023-09-18,324.7076416015625,
2023-09-19,324.30303955078125,
2023-09-20,316.5272521972656,
2023-09-21,315.3036804199219,
2023-09-22,312.8170166015625,
2023-09-25,313.3399963378906,
2023-09-26,308.0114440917969,
2023-09-27,308.6528015136719,
2023-09-28,309.4915771484375,
2023-09-29,311.5736694335937,
2023-10-02,317.54364013671875,
2023-10-03,309.2449035644531,
2023-10-04,314.7412109375,
2023-10-05,315.1358947753906,
2023-10-06,322.931396484375,
2023-10-09,325.45758056640625,
2023-10-10,324.0465393066406,
2023-10-11,328.023193359375,
2023-10-12,326.7798767089844,
2023-10-13,323.395263671875,
2023-10-16,328.2402648925781,
2023-10-17,327.6679382324219,
2023-10-18,325.74371337890625,
2023-10-19,326.937744140625,
2023-10-20,322.3492431640625,
2023-10-23,324.9642028808594,
2023-10-24,326.1581420898437,
2023-10-25,336.1640930175781,
2023-10-26,323.5531005859375,
2023-10-27,325.4477233886719,
2023-10-30,332.84844970703125,
2023-10-31,333.63787841796875,
2023-11-01,341.4926147460937,
2023-11-02,343.712890625,
2023-11-03,348.13360595703125,
2023-11-06,351.8142395019531,
2023-11-07,355.7613525390625,
2023-11-08,358.39605712890625,
2023-11-09,355.9192810058594,
2023-11-10,364.7804565429688,
2023-11-13,361.830078125,
2023-11-14,365.37249755859375,
2023-11-15,365.5208129882813,
2023-11-16,371.9479064941406,
2023-11-17,365.6989135742188,
2023-11-20,373.2037048339844,
2023-11-21,368.8827209472656,
2023-11-22,373.6090698242188,
2023-11-23,,
2023-11-24,373.1937255859375,
2023-11-27,374.3605346679688,
2023-11-28,378.4046020507813,
2023-11-29,374.5978393554688,
2023-11-30,374.65716552734375,
2023-12-01,370.30657958984375,
2023-12-04,364.9967956542969,
2023-12-05,368.3388671875,
2023-12-06,364.66064453125,
2023-12-07,366.7865295410156,
2023-12-08,370.0296936035156,
2023-12-11,367.132568359375,
2023-12-12,370.1780090332031,
2023-12-13,370.1681213378906,
2023-12-14,361.8228454589844,
2023-12-15,366.5690002441406,
2023-12-18,368.4674072265625,
2023-12-19,369.070556640625,
2023-12-20,366.4601440429688,
2023-12-21,369.347412109375,
2023-12-22,370.3757629394531,
2023-12-26,370.4548645019531,
2023-12-27,369.8714904785156,
