Ticker,Date,Horizon,Actual,ARIMA_Forecast,Prophet_Forecast,SARIMA_Forecast,LSTM_Forecast
NFLX,2023-11-17,30,465.9100036621094,466.4285027126223,298.53908509452106,467.3801189191152,
NFLX,2023-11-20,30,474.4700012207031,466.9023617355878,298.9975430928262,468.2880502767083,
NFLX,2023-11-21,30,474.9500122070313,466.96306543346753,297.88007393279395,467.7520900655804,
NFLX,2023-11-22,30,478.0,466.4384014026056,296.943955774083,466.975784070316,
NFLX,2023-11-23,30,,466.23773174858815,295.25521233915487,466.6159216027554,
NFLX,2023-11-24,30,479.55999755859375,466.2690577955046,294.0926744718755,467.1597925359293,
NFLX,2023-11-27,30,479.1700134277344,466.2365090948134,293.15902902621764,468.0532132488562,
NFLX,2023-11-28,30,479.0,466.2249940256115,290.46621857039355,468.035414863822,
NFLX,2023-11-29,30,477.1900024414063,466.24600685465526,290.83122342496534,467.9611687823064,
NFLX,2023-11-30,30,473.9700012207031,466.25384696619096,289.67703852288,467.6417455568262,
NFLX,2023-12-01,30,465.739990234375,466.2518028738952,288.7624928773503,467.8507690106091,
NFLX,2023-12-04,30,453.8999938964844,466.253610459637,287.1541997017197,468.5873889038213,
NFLX,2023-12-05,30,455.1499938964844,466.2544413787425,286.1305829052582,468.721738220405,
NFLX,2023-12-06,30,446.7300109863281,466.2535768116129,285.39291437305747,468.9197504335719,
NFLX,2023-12-07,30,452.0,466.253274653181,282.95072604163755,468.7016106529622,
NFLX,2023-12-08,30,453.760009765625,466.2534036942116,283.61762816167163,468.7362872048519,
NFLX,2023-12-11,30,459.8900146484375,466.2533120318567,282.8123454590938,469.21883651552287,
NFLX,2023-12-12,30,463.0,466.2532636012182,282.2886175761225,469.29263750141206,
NFLX,2023-12-13,30,479.9800109863281,466.253300500812,281.1072498448989,469.67444565041103,
NFLX,2023-12-14,30,469.8299865722656,466.253312125228,280.5402575956183,469.6745699013644,
NFLX,2023-12-15,30,472.05999755859375,466.2533044033904,280.28203542658,469.730526099478,
NFLX,2023-12-18,30,486.1199951171875,466.2533088480804,278.3349120928268,470.0285462731045,
NFLX,2023-12-19,30,495.0199890136719,466.2533114195365,279.50511877084136,469.9199089742378,
NFLX,2023-12-20,30,489.2699890136719,466.2533097789249,279.203978599421,470.3130099600419,
NFLX,2023-12-21,30,491.6099853515625,466.2533093265682,279.17795999750166,470.4931719099813,
NFLX,2023-12-22,30,486.760009765625,466.25330976725616,278.480875968916,470.6972051510222,
NFLX,2023-12-26,30,491.1900024414063,466.2533095561661,278.37816889827087,470.9578303372765,
NFLX,2023-12-27,30,491.7900085449219,466.2533094261517,278.5582088138894,470.6781980770031,
NFLX,2023-12-28,30,490.510009765625,466.2533095019879,277.0179626635137,470.9555123244036,
NFLX,2023-12-29,30,486.8800048828125,466.2533095200436,278.55905967274776,471.1930799681978,
