Date,Actual,ARIMA_Forecast,Prophet_Forecast
2023-08-25,238.58999633789065,231.64363189382235,194.4964074778659
2023-08-28,238.82000732421875,231.30688057614296,194.09423028877217
2023-08-29,257.17999267578125,231.61835889323496,193.62543521253755
2023-08-30,256.8999938964844,230.95663787659166,194.41039683585856
2023-08-31,258.0799865722656,231.27190443593534,193.1807429162604
2023-09-01,245.009994506836,231.1903210335456,193.07782713488368
2023-09-04,,231.2319291875995,192.4401663133496
2023-09-05,256.489990234375,231.16722662131605,191.80473497718137
2023-09-06,251.9199981689453,231.21116589653764,191.70388927036117
2023-09-07,251.4900054931641,231.19504580739354,191.56422300168566
2023-09-08,248.5,231.2015191314318,192.69676723985918
2023-09-11,273.5799865722656,231.19472610278237,191.82305414881904
2023-09-12,267.4800109863281,231.20016441675133,192.07386874591518
2023-09-13,271.29998779296875,231.19756635268325,191.77698437351125
2023-09-14,276.0400085449219,231.19862917680877,191.45876629722764
2023-09-15,274.3900146484375,231.1978434331909,191.64140653682017
2023-09-18,265.2799987792969,231.19849140456958,191.74208363995007
2023-09-19,266.5,231.1981206515956,193.0634498393798
2023-09-20,262.5899963378906,231.19828869336416,192.3199576678319
2023-09-21,255.6999969482422,231.19818839191268,192.6368417115649
2023-09-22,244.8800048828125,231.19826588369264,192.338044148904
2023-09-25,246.9900054931641,231.1982164562878,191.94796241755307
2023-09-26,244.1199951171875,231.198241484201,191.98877731064462
2023-09-27,240.5,231.1982278199329,191.8796518220655
2023-09-28,246.3800048828125,231.19823735205586,192.92720132091148
2023-09-29,250.22000122070312,231.19823098048283,191.85174686653747
2023-10-02,251.6000061035156,231.19823451928374,191.7861687033991
2023-10-03,246.52999877929688,231.19823261167843,191.06365153659468
2023-10-04,261.1600036621094,231.19823382744835,190.21920441217873
2023-10-05,260.04998779296875,231.1982330145086,189.78671939209457
2023-10-06,260.5299987792969,231.1982334965048,189.1978664860146
2023-10-09,259.6700134277344,231.19823323069716,189.7722336180342
2023-10-10,263.6199951171875,231.19823339056884,188.24323246687064
2023-10-11,262.989990234375,231.19823328637958,187.75659682173153
2023-10-12,258.8699951171875,231.19823335052368,186.65777496202546
2023-10-13,251.1199951171875,231.19823331395938,185.49310881433135
2023-10-16,253.9199981689453,231.19823333537553,184.8065737430738
2023-10-17,254.8500061035156,231.19823332186684,184.03838556198727
2023-10-18,242.67999267578125,231.1982333303054,184.5148918624991
2023-10-19,220.1100006103516,231.19823332534762,182.97427576511924
2023-10-20,211.9900054931641,231.19823332823734,182.564904738748
2023-10-23,212.0800018310547,231.1982333264639,181.6326305541505
2023-10-24,216.5200042724609,231.1982333275706,180.72193609980548
2023-10-25,212.4199981689453,231.19823332690612,180.37270421378503
2023-10-26,205.759994506836,231.19823332729595,180.0189146923842
2023-10-27,207.3000030517578,231.19823332706088,180.97868442422873
2023-10-30,197.3600006103516,231.19823332720628,179.9801749404439
2023-10-31,200.83999633789065,231.1982333271179,180.16019464238795
2023-11-01,205.6600036621093,231.1982333271703,179.85179496816576
2023-11-02,218.509994506836,231.19823332713895,179.5857481869137
2023-11-03,219.9600067138672,231.19823332715814,179.8876729249232
2023-11-06,219.2700042724609,231.19823332714643,180.17710377772406
2023-11-07,222.17999267578125,231.19823332715345,181.75790966961054
2023-11-08,222.1100006103516,231.19823332714927,181.34457477448862
2023-11-09,209.97999572753903,231.1982333271518,182.06115889044756
2023-11-10,214.6499938964844,231.19823332715023,182.22922656364594
2023-11-13,223.7100067138672,231.19823332715117,182.3696233726229
2023-11-14,237.4100036621093,231.1982333271506,182.99985715310967
2023-11-15,242.83999633789065,231.19823332715094,183.53337338641063
2023-11-16,233.58999633789065,231.19823332715075,185.27012368059064
2023-11-17,234.3000030517578,231.19823332715086,184.92293699066124
2023-11-20,235.6000061035156,231.19823332715077,185.61650798905205
2023-11-21,241.1999969482422,231.19823332715083,185.67529116041572
2023-11-22,234.2100067138672,231.1982333271508,185.6251800935091
2023-11-23,,231.19823332715083,185.990732566553
2023-11-24,235.4499969482422,231.19823332715083,186.1942351423216
2023-11-27,236.0800018310547,231.19823332715083,187.54601224494158
2023-11-28,246.72000122070312,231.19823332715083,186.7704967860551
2023-11-29,244.13999938964844,231.19823332715083,187.00488534008744
2023-11-30,240.0800018310547,231.19823332715083,186.58667595343414
2023-12-01,238.8300018310547,231.19823332715083,186.05497822110922
2023-12-04,235.5800018310547,231.19823332715083,185.94736674765198
2023-12-05,238.72000122070312,231.19823332715083,185.69858228625446
2023-12-06,239.3699951171875,231.19823332715083,186.63049586050113
2023-12-07,242.63999938964844,231.19823332715083,185.47786272588544
2023-12-08,243.83999633789065,231.19823332715083,185.38669813691328
2023-12-11,239.7400054931641,231.19823332715083,184.7015808887458
2023-12-12,237.009994506836,231.19823332715083,183.96678084298358
2023-12-13,239.2899932861328,231.19823332715083,183.72298663267424
2023-12-14,251.0500030517578,231.19823332715083,183.40594127539174
2023-12-15,253.5,231.19823332715083,184.33640269120292
2023-12-18,252.0800018310547,231.19823332715083,183.2459558846282
2023-12-19,257.2200012207031,231.19823332715083,183.27550687083146
2023-12-20,247.13999938964844,231.19823332715083,182.76276069726424
2023-12-21,254.5,231.19823332715083,182.24357452539684
2023-12-22,252.5399932861328,231.19823332715083,182.2489552477931
2023-12-26,256.6099853515625,231.19823332715083,182.2040013697218
2023-12-27,261.44000244140625,231.19823332715083,183.41819710476128
2023-12-28,253.17999267578125,231.19823332715083,182.6115756111617
2023-12-29,248.47999572753903,231.19823332715083,182.91357111712196
